iter	Passed	Remaining
415	2770	3889
416	2777	3883
417	2784	3876
418	2789	3868
419	2796	3862
420	2802	3854
421	2808	3846
422	2815	3840
423	2821	3832
424	2828	3827
425	2835	3820
426	2842	3814
427	2848	3807
428	2855	3800
429	2863	3795
430	2869	3788
431	2876	3781
432	2882	3774
433	2887	3765
434	2894	3758
435	2899	3750
436	2905	3743
437	2912	3737
438	2918	3729
439	2924	3722
440	2930	3714
441	2935	3706
442	2943	3701
443	2949	3693
444	2955	3686
445	2962	3679
446	2968	3671
447	2974	3664
448	2980	3657
449	2986	3650
450	2993	3644
451	3000	3637
452	3006	3630
453	3011	3621
454	3016	3613
455	3024	3607
456	3030	3600
457	3035	3592
458	3043	3587
459	3049	3579
460	3056	3573
461	3062	3566
462	3068	3559
463	3075	3552
464	3081	3544
465	3087	3538
466	3093	3530
467	3098	3522
468	3106	3516
469	3111	3508
470	3117	3501
471	3124	3495
472	3130	3488
473	3137	3481
474	3143	3474
475	3148	3466
476	3156	3460
477	3162	3453
478	3168	3446
479	3174	3438
480	3179	3431
481	3187	3425
482	3193	3417
483	3201	3412
484	3208	3406
485	3213	3398
486	3219	3391
487	3225	3384
488	3232	3377
489	3238	3370
490	3244	3363
491	3251	3357
492	3258	3350
493	3264	3343
494	3271	3337
495	3277	3330
496	3284	3323
497	3289	3316
498	3295	3308
499	3302	3302
500	3307	3294
501	3314	3287
502	3320	3280
503	3326	3273
504	3333	3267
505	3339	3260
506	3346	3253
507	3352	3247
508	3358	3239
509	3365	3233
510	3372	3226
511	3377	3219
512	3384	3213
513	3391	3206
514	3398	3200
515	3404	3193
516	3410	3186
517	3416	3179
518	3422	3171
519	3429	3165
520	3435	3158
521	3441	3151
522	3447	3144
523	3454	3137
524	3460	3130
525	3466	3124
526	3472	3116
527	3479	3110
528	3485	3103
529	3491	3095
530	3498	3089
531	3503	3082
532	3510	3075
533	3517	3069
534	3522	3061
535	3530	3055
536	3536	3048
537	3542	3042
538	3549	3035
539	3555	3028
540	3561	3021
541	3567	3014
542	3574	3008
543	3580	3001
544	3586	2994
545	3593	2988
546	3599	2981
547	3606	2974
548	3612	2967
549	3618	2960
550	3625	2954
551	3631	2947
552	3636	2939
553	3643	2932
554	3649	2926
555	3656	2920
556	3662	2913
557	3668	2906
558	3674	2899
559	3680	2891
560	3686	2884
561	3692	2877
562	3697	2870
563	3705	2864
564	3711	2857
565	3716	2849
566	3723	2843
567	3729	2836
568	3734	2828
569	3741	2822
570	3748	2816
571	3754	2809
572	3761	2802
573	3767	2795
574	3773	2788
575	3779	2781
576	3784	2774
577	3792	2769
578	3799	2762
579	3806	2756
580	3813	2750
581	3820	2743
582	3826	2737
583	3833	2731
584	3840	2724
585	3847	2718
586	3853	2711
587	3860	2704
588	3866	2698
589	3874	2692
590	3880	2685
591	3888	2679
592	3894	2672
593	3900	2666
594	3907	2659
595	3916	2654
596	3922	2648
597	3929	2641
598	3936	2635
599	3943	2628
600	3951	2623
601	3958	2617
602	3965	2610
603	3971	2603
604	3977	2596
605	3983	2590
606	3990	2583
607	3997	2577
608	4004	2570
609	4010	2563
610	4017	2557
611	4024	2551
612	4031	2545
613	4038	2538
614	4045	2532
615	4051	2525
616	4057	2518
617	4064	2512
618	4070	2505
619	4076	2498
620	4083	2492
621	4089	2485
622	4096	2478
623	4102	2472
624	4108	2465
625	4116	2459
626	4122	2452
627	4129	2446
628	4136	2439
629	4142	2432
630	4149	2426
631	4155	2419
632	4161	2412
633	4168	2406
634	4173	2399
635	4180	2392
636	4186	2385
637	4193	2379
638	4199	2372
639	4204	2365
640	4211	2358
641	4218	2352
642	4226	2346
643	4233	2339
644	4239	2333
645	4246	2327
646	4251	2319
647	4258	2313
648	4265	2306
649	4270	2299
650	4277	2293
651	4283	2286
652	4289	2279
653	4295	2272
654	4301	2265
655	4309	2259
656	4316	2253
657	4323	2246
658	4329	2240
659	4335	2233
660	4342	2226
661	4348	2220
662	4354	2213
663	4361	2206
664	4367	2200
665	4373	2193
666	4380	2186
667	4385	2179
668	4391	2172
669	4398	2166
670	4405	2160
671	4412	2153
672	4417	2146
673	4424	2139
674	4431	2133
675	4438	2127
676	4444	2120
677	4451	2113
678	4457	2107
679	4463	2100
680	4470	2093
681	4476	2087
682	4482	2080
683	4489	2074
684	4496	2067
685	4504	2061
686	4511	2055
687	4517	2048
688	4525	2042
689	4532	2036
690	4538	2029
691	4544	2022
692	4550	2015
693	4556	2009
694	4562	2002
695	4569	1996
696	4575	1989
697	4581	1982
698	4587	1975
699	4594	1968
700	4599	1962
701	4607	1955
702	4613	1948
703	4619	1942
704	4626	1935
705	4633	1929
706	4640	1923
707	4647	1916
708	4653	1910
709	4659	1903
710	4665	1896
711	4672	1890
712	4678	1883
713	4685	1876
714	4690	1869
715	4696	1863
716	4703	1856
717	4709	1849
718	4720	1844
719	4726	1838
720	4734	1832
721	4740	1825
722	4745	1818
723	4752	1811
724	4757	1804
725	4763	1797
726	4770	1791
727	4775	1784
728	4782	1777
729	4788	1771
730	4794	1764
731	4801	1757
732	4807	1751
733	4815	1745
734	4822	1738
735	4829	1732
736	4836	1725
737	4842	1719
738	4849	1712
739	4856	1706
740	4863	1699
741	4869	1693
742	4875	1686
743	4882	1680
744	4888	1673
745	4895	1666
746	4902	1660
747	4907	1653
748	4914	1647
749	4920	1640
750	4926	1633
751	4933	1627
752	4939	1620
753	4946	1613
754	4952	1607
755	4958	1600
756	4965	1593
757	4972	1587
758	4979	1581
759	4985	1574
760	4992	1567
761	4999	1561
762	5005	1554
763	5013	1548
764	5019	1542
765	5026	1535
766	5033	1528
767	5039	1522
768	5047	1516
769	5053	1509
770	5062	1503
771	5068	1496
772	5074	1490
773	5080	1483
774	5085	1476
775	5092	1469
776	5099	1463
777	5105	1456
778	5111	1450
779	5117	1443
780	5124	1436
781	5130	1430
782	5136	1423
783	5142	1416
784	5148	1410
785	5157	1404
786	5163	1397
787	5169	1390
788	5175	1384
789	5182	1377
790	5189	1371
791	5195	1364
792	5201	1357
793	5208	1351
794	5214	1344
795	5222	1338
796	5228	1331
797	5233	1324
798	5240	1318
799	5247	1311
800	5253	1305
801	5260	1298
802	5267	1292
803	5273	1285
804	5278	1278
805	5284	1272
806	5291	1265
807	5297	1258
808	5304	1252
809	5310	1245
810	5316	1239
811	5323	1232
812	5329	1225
813	5336	1219
814	5342	1212
815	5348	1206
816	5355	1199
817	5362	1193
818	5369	1186
819	5374	1179
820	5380	1173
821	5387	1166
822	5393	1159
823	5398	1153
824	5406	1146
825	5412	1140
826	5418	1133
827	5424	1126
828	5430	1120
829	5436	1113
830	5442	1106
831	5448	1100
832	5454	1093
833	5462	1087
834	5471	1081
835	5478	1074
836	5486	1068
837	5492	1061
838	5501	1055
839	5507	1049
840	5515	1042
841	5521	1036
842	5527	1029
843	5535	1023
844	5542	1016
845	5548	1010
846	5555	1003
847	5562	996
848	5570	990
849	5576	984
850	5584	977
851	5590	971
852	5596	964
853	5604	958
854	5612	951
855	5619	945
856	5626	938
857	5633	932
858	5639	925
859	5646	919
860	5653	912
861	5659	906
862	5666	899
863	5672	892
864	5678	886
865	5685	879
866	5690	872
867	5696	866
868	5702	859
869	5708	853
870	5715	846
871	5722	839
872	5728	833
873	5734	826
874	5739	819
875	5747	813
876	5753	806
877	5761	800
878	5766	793
879	5772	787
880	5780	780
881	5785	774
882	5792	767
883	5798	760
884	5804	754
885	5811	747
886	5817	741
887	5823	734
888	5831	728
889	5836	721
890	5843	714
891	5849	708
892	5856	701
893	5863	695
894	5869	688
895	5875	681
896	5881	675
897	5886	668
898	5893	662
899	5900	655
900	5906	649
901	5913	642
902	5918	635
903	5925	629
904	5931	622
905	5938	616
906	5944	609
907	5950	602
908	5957	596
909	5963	589
910	5970	583
911	5976	576
912	5983	570
913	5993	563
914	5999	557
915	6005	550
916	6012	544
917	6017	537
918	6025	531
919	6031	524
920	6039	518
921	6045	511
922	6051	504
923	6058	498
924	6064	491
925	6072	485
926	6078	478
927	6084	472
928	6090	465
929	6097	458
930	6104	452
931	6111	445
932	6117	439
933	6124	432
934	6130	426
935	6140	419
936	6146	413
937	6152	406
938	6158	400
939	6164	393
940	6170	386
941	6177	380
942	6182	373
943	6189	367
944	6195	360
945	6202	354
946	6207	347
947	6213	340
948	6220	334
949	6226	327
950	6232	321
951	6239	314
952	6245	308
953	6251	301
954	6258	294
955	6265	288
956	6271	281
957	6277	275
958	6285	268
959	6292	262
960	6297	255
961	6303	249
962	6309	242
963	6316	235
964	6322	229
965	6327	222
966	6333	216
967	6339	209
968	6345	203
969	6352	196
970	6358	189
971	6365	183
972	6373	176
973	6381	170
974	6388	163
975	6393	157
976	6400	150
977	6406	144
978	6412	137
979	6419	131
980	6425	124
981	6432	117
982	6439	111
983	6445	104
984	6452	98
985	6458	91
986	6465	85
987	6471	78
988	6478	72
989	6484	65
990	6492	58
991	6499	52
992	6506	45
993	6514	39
994	6522	32
995	6531	26
996	6538	19
997	6545	13
998	6552	6
999	6560	0
