iter	Logloss
331	0.1725237732
332	0.1724255259
333	0.1723355438
334	0.1722559135
335	0.1721563753
336	0.1720483045
337	0.1719445791
338	0.1718621917
339	0.1717371917
340	0.1716528042
341	0.1715852346
342	0.1714569098
343	0.1713761679
344	0.1712780172
345	0.1712009267
346	0.171133634
347	0.1710433172
348	0.1709703695
349	0.1708924279
350	0.1708236055
351	0.1707101714
352	0.1706391721
353	0.1705592355
354	0.1704929576
355	0.1703985159
356	0.1703234527
357	0.1702336255
358	0.1701557502
359	0.1700381958
360	0.1699422224
361	0.1698337591
362	0.1697626823
363	0.1696850918
364	0.1696062471
365	0.1695424136
366	0.1694558254
367	0.1693904127
368	0.1693424814
369	0.1692409664
370	0.1691496991
371	0.1691247844
372	0.1690649778
373	0.1689490459
374	0.1688629781
375	0.1687797936
376	0.1686896802
377	0.1686026504
378	0.1685799662
379	0.1684880042
380	0.1684152329
381	0.1683188721
382	0.1682277311
383	0.1681562263
384	0.1680867326
385	0.1679715667
386	0.1678832626
387	0.1678269758
388	0.1677674734
389	0.1676980407
390	0.1675998037
391	0.1675002404
392	0.1674400346
393	0.167363203
394	0.1672718602
395	0.1672185192
396	0.1671339038
397	0.1670689776
398	0.1669742739
399	0.1668909266
400	0.1668094226
401	0.166755411
402	0.1666912399
403	0.1666415664
404	0.1665559425
405	0.1664696691
406	0.1663983205
407	0.1663581583
408	0.1662818704
409	0.1662227219
410	0.1661598732
411	0.1660848903
412	0.1659825909
413	0.1658975876
414	0.1658090608
415	0.1657373787
416	0.1656716075
417	0.1656131452
418	0.1655477952
419	0.1654516376
420	0.1653786482
421	0.1653069029
422	0.1651932376
423	0.1650940869
424	0.1650273278
425	0.1649817985
426	0.1648778278
427	0.1648033723
428	0.1647419472
429	0.1646608413
430	0.1645840701
431	0.1644839981
432	0.1644331008
433	0.1643592494
434	0.1642938836
435	0.1642796633
436	0.1642187948
437	0.1641134081
438	0.1640479157
439	0.1639996891
440	0.1639473097
441	0.1639319548
442	0.1638393549
443	0.1637538364
444	0.1637096118
445	0.1636364146
446	0.163619369
447	0.1635456683
448	0.163452688
449	0.1634010586
450	0.1633291241
451	0.1632690316
452	0.163200948
453	0.1631894505
454	0.1630978507
455	0.1630328056
456	0.1629699475
457	0.1629109941
458	0.1628458308
459	0.1627778273
460	0.1627068539
461	0.1626184848
462	0.1624542487
463	0.1624015917
464	0.1622878301
465	0.162234131
466	0.1622222637
467	0.1621400668
468	0.1620891729
469	0.1620793237
470	0.1620054567
471	0.1619374258
472	0.1618941328
473	0.161881326
474	0.1618138759
475	0.1617539198
476	0.1617056077
477	0.1616263242
478	0.161546957
479	0.1614954334
480	0.161425123
481	0.1613328643
482	0.1612432526
483	0.161190777
484	0.1610840262
485	0.1610475151
486	0.1610101167
487	0.1609225889
488	0.1608650972
489	0.160811103
490	0.1607220554
491	0.1606841637
492	0.1606115514
493	0.1605934178
494	0.1605032181
495	0.1604524941
496	0.1603855507
497	0.1603237091
498	0.1602321795
499	0.1601537652
500	0.1600999917
501	0.16003566
502	0.1599894246
503	0.159909783
504	0.1598142594
505	0.1597334882
506	0.1596467185
507	0.1595623223
508	0.1595079183
509	0.1594732739
510	0.1593734798
511	0.159341191
512	0.1592806935
513	0.1592074167
514	0.159140267
515	0.159086612
516	0.1590292213
517	0.1589589041
518	0.1588790687
519	0.1588042246
520	0.1587139039
521	0.1586525076
522	0.1585904837
523	0.1585489267
524	0.1584664293
525	0.1583826652
526	0.1583199071
527	0.1582391727
528	0.1581420117
529	0.1580666084
530	0.157996815
531	0.1579312129
532	0.1578711286
533	0.1578312392
534	0.1577349682
535	0.1576862787
536	0.1576270669
537	0.1576085875
538	0.1575315335
539	0.1574702414
540	0.1574002732
541	0.1573513456
542	0.1572611742
543	0.1572154325
544	0.157195647
545	0.157126088
546	0.15705164
547	0.1569721148
548	0.156896926
549	0.1568661739
550	0.1567985702
551	0.1567575598
552	0.1567419538
553	0.1566726511
554	0.1565671213
555	0.1564836762
556	0.1563858405
557	0.156310908
558	0.1562527816
559	0.1562003326
560	0.1561315195
561	0.156097222
562	0.1560387081
563	0.1559797538
564	0.1559345652
565	0.1558872639
566	0.1558313166
567	0.1558060534
568	0.1557594829
569	0.155694629
570	0.1556327678
571	0.1555768704
572	0.1555022023
573	0.1554179453
574	0.155344569
575	0.1552730984
576	0.1552426062
577	0.1551864498
578	0.1551018773
579	0.15503493
580	0.1549735376
581	0.1548992367
582	0.1548758321
583	0.1548435554
584	0.1547838511
585	0.1547170519
586	0.1546489248
587	0.1545740463
588	0.1545169398
589	0.1544306007
590	0.154364863
591	0.1542885677
592	0.1542337984
593	0.1541675953
594	0.1540962611
595	0.1540549513
596	0.1540034781
597	0.1539268024
598	0.1538690145
599	0.1538094415
600	0.1537328445
601	0.1536982963
602	0.1536476061
603	0.1536033771
604	0.1535492209
605	0.1535100687
606	0.1534153502
607	0.1533600389
608	0.1532912305
609	0.1532307597
610	0.1531892457
611	0.1531230236
612	0.1530543093
613	0.1529791879
614	0.1529078197
615	0.152822512
616	0.1527458009
617	0.1527019163
618	0.1526741324
619	0.1526210308
620	0.1525431084
621	0.1524781015
622	0.1524120188
623	0.1523489073
624	0.1523030969
625	0.1522035578
626	0.152158598
627	0.1521105615
628	0.1520264671
629	0.1519717542
630	0.151903212
631	0.1518361545
632	0.1517853078
633	0.1517372433
634	0.1517188429
635	0.1516673379
636	0.1516214617
637	0.1515550706
638	0.151509812
639	0.1514627294
640	0.1513911638
641	0.1513358687
642	0.1512726049
643	0.1512383107
644	0.1511731752
645	0.1511144038
646	0.151073142
647	0.1510238665
648	0.1509792841
649	0.1509668906
650	0.1509018012
651	0.1508550196
652	0.1507947351
653	0.15075789
654	0.1507132102
655	0.1506634934
656	0.1505996854
657	0.1505344229
658	0.1504841647
659	0.1504060198
660	0.1503460942
661	0.1502908202
662	0.150240058
663	0.1501773264
664	0.1501172997
665	0.150060636
666	0.1500452668
667	0.1499850903
668	0.1499566231
669	0.1498914555
670	0.1498307403
671	0.1497597579
672	0.1497112124
673	0.1496540809
674	0.149603507
675	0.1495202062
676	0.1494456905
677	0.1493743152
678	0.1493185849
679	0.1492580154
680	0.1492157536
681	0.1492086943
682	0.1491556867
683	0.149063642
684	0.1490169661
685	0.1489709344
686	0.1489086722
687	0.148825138
688	0.1487878391
689	0.1487349064
690	0.1486829609
691	0.1486302572
692	0.1485777112
693	0.1485233468
694	0.1484727036
695	0.1484038237
696	0.1483500217
697	0.1482949309
698	0.1482511149
699	0.148197724
700	0.1481436582
701	0.148132635
702	0.1480744281
703	0.148005431
704	0.1479600901
705	0.1479156096
706	0.1478606153
707	0.1477909328
708	0.1477158192
709	0.147671124
710	0.1476077127
711	0.1475720469
712	0.1475023895
713	0.147445419
714	0.1473810806
715	0.1473297262
716	0.1472888584
717	0.1472581421
718	0.1472028683
719	0.1471489605
720	0.1470898632
721	0.1470343042
722	0.1469859784
723	0.1469273105
724	0.1468957567
725	0.146831198
726	0.1467813848
727	0.1467426242
728	0.1466599284
729	0.1466222309
730	0.1465712377
731	0.1465168795
732	0.1464667396
733	0.1464064576
734	0.1463687459
735	0.146295221
736	0.1462395212
737	0.1461938714
738	0.1461358449
739	0.146081801
740	0.1460185718
741	0.1459835322
742	0.1459366163
743	0.1458789844
744	0.1458119791
745	0.1457576958
746	0.1457237695
747	0.145711188
748	0.1456664453
749	0.1456296243
750	0.1455856711
751	0.1455021764
752	0.1454208538
753	0.1453747556
754	0.1453340153
755	0.1452841484
756	0.1451937151
757	0.1451271102
758	0.1450605597
759	0.1450122673
760	0.1449695429
761	0.1449103902
762	0.1448673858
763	0.1447911988
764	0.1447426399
765	0.1447293183
766	0.1446752924
767	0.1446261551
768	0.1445844556
769	0.1445405361
770	0.1444858697
771	0.1444421847
772	0.1443742322
773	0.1443275943
774	0.1442470888
775	0.1442093763
776	0.1441418783
777	0.1440545744
778	0.1439805396
779	0.1439186845
780	0.1438674465
781	0.1438186618
782	0.1437819906
783	0.1437326846
784	0.1436815027
785	0.1436180497
786	0.1435512872
787	0.1435030481
788	0.1434543905
789	0.1433939074
790	0.143352087
791	0.1432833086
792	0.1432395768
793	0.1432304209
794	0.143190917
795	0.1431214839
796	0.1430804147
797	0.1430140214
798	0.1429751235
799	0.1429459153
800	0.1429181388
801	0.1428518778
802	0.1428007326
803	0.142739646
804	0.1427356814
805	0.1426779609
806	0.1426293773
807	0.1425758254
808	0.1425216829
809	0.1424900266
810	0.1424396797
811	0.1423794431
812	0.1423399557
813	0.14229612
814	0.1422561945
815	0.1421804021
816	0.1421354651
817	0.1420815366
818	0.1420421151
819	0.1420361535
820	0.1419861583
821	0.1419611104
822	0.1419078102
823	0.1418499654
824	0.1418117438
825	0.1417389294
826	0.1416847731
827	0.1416708016
828	0.1416295447
829	0.1415596513
830	0.1415143496
831	0.1414759021
832	0.1414184953
833	0.1413657768
834	0.1413336667
835	0.1412772066
836	0.1412155819
837	0.1411432269
838	0.1410826234
839	0.1410596077
840	0.1409819218
841	0.1409241384
842	0.1408834991
843	0.1408482967
844	0.1408045648
845	0.140757723
846	0.1407186264
847	0.1406652676
848	0.1406109181
849	0.1405758445
850	0.1405073232
851	0.1404561855
852	0.1403824201
853	0.1403415594
854	0.1402744388
855	0.1402379395
856	0.1401900598
857	0.1401374071
858	0.1400741176
859	0.1400173326
860	0.1399805115
861	0.1399179219
862	0.1398787918
863	0.1398379196
864	0.1397724337
865	0.1397239423
866	0.1396909153
867	0.1396623104
868	0.1396133878
869	0.1395514355
870	0.1394680303
871	0.1394364837
872	0.1393939653
873	0.1393348599
874	0.1393287215
875	0.1392845333
876	0.13922255
877	0.1391737171
878	0.139126266
879	0.1390749751
880	0.1390287223
881	0.1389911401
882	0.1389298619
883	0.1388636221
884	0.1388259163
885	0.1387878849
886	0.138746308
887	0.1386954935
888	0.1386698744
889	0.138612352
890	0.1385794896
891	0.1385439409
892	0.1384647692
893	0.1384188225
894	0.13836602
895	0.1383299983
896	0.1382752028
897	0.1382446424
898	0.1382021646
899	0.1381512221
900	0.1381176772
901	0.1380858168
902	0.1380336085
903	0.1379820076
904	0.1379263255
905	0.1378918781
906	0.1378567112
907	0.13781316
908	0.1377497046
909	0.1377274717
910	0.1376853083
911	0.1376397807
912	0.1375942713
913	0.1375379525
914	0.137487618
915	0.1374547214
916	0.1374161246
917	0.1373842972
918	0.1373479412
919	0.1373104174
920	0.1372558128
921	0.1371909829
922	0.1371373932
923	0.1370414681
924	0.1369972913
925	0.1369413165
926	0.1368978815
927	0.1368293953
928	0.1368043682
929	0.1367590922
930	0.1367149262
931	0.1366587454
932	0.1366077935
933	0.136558115
934	0.1364545788
935	0.1364188096
936	0.1363744594
937	0.1363049165
938	0.1362512313
939	0.1362090888
940	0.1361532423
941	0.1361220292
942	0.1360974903
943	0.1360037931
944	0.1359615601
945	0.1359266276
946	0.1358857917
947	0.1358472406
948	0.1357994948
949	0.1357730012
950	0.1357422972
951	0.1357070999
952	0.1356774018
953	0.1356304829
954	0.1355992719
955	0.1355464239
956	0.1355123619
957	0.1354743778
958	0.1354196724
959	0.1353581718
960	0.1353239671
961	0.1352908583
962	0.1352347066
963	0.1352189107
964	0.1351632473
965	0.1351165882
966	0.1350789807
967	0.1350166997
968	0.1349683647
969	0.1349177957
970	0.1348639607
971	0.1348216461
972	0.1347791332
973	0.1347247114
974	0.1346685131
975	0.1346557289
976	0.1346211829
977	0.1345754129
978	0.1345174758
979	0.1344678451
980	0.1344107638
981	0.1343730471
982	0.1343274553
983	0.134290262
984	0.1342175775
985	0.1341772255
986	0.1341698669
987	0.1341313889
988	0.1340847919
989	0.1340468393
990	0.1340152168
991	0.1339841749
992	0.1339287924
993	0.133881626
994	0.1338368844
995	0.1337968897
996	0.1337446677
997	0.1337195045
998	0.1336856222
999	0.1336520539
