"Provinsi","Kabupaten","Kecamatan ","Kelurahan"
"ACEH","ACH BARAT DAYA","MANGGENG","PUSU "
"ACEH","ACH BARAT DAYA","MANGGENG","SEJAHTERA "
"ACEH","ACH BARAT DAYA","MANGGENG","SEUNEULOP "
"ACEH","ACH BARAT DAYA","MANGGENG","TENGAH "
"ACEH","ACH BARAT DAYA","MANGGENG","TOKOH "
"ACEH","ACH BARAT DAYA","MANGGENG","UJUNG PADANG "
"ACEH","ACH BARAT DAYA","SETIA","ALUE DAMA "
"ACEH","ACH BARAT DAYA","SETIA","CINTA MAKMUR "
"ACEH","ACH BARAT DAYA","SETIA","KUTA MURNI "
"ACEH","ACH BARAT DAYA","SETIA","LHANG "
"ACEH","ACH BARAT DAYA","SETIA","PESISIR MON MAMEH "
"ACEH","ACH BARAT DAYA","SETIA","PISANG "
"ACEH","ACH BARAT DAYA","SETIA","RAMBONG "
"ACEH","ACH BARAT DAYA","SETIA","TANGAN-TANGAN CUT "
"ACEH","ACH BARAT DAYA","SETIA","UJUNG TANAH "
"ACEH","ACH BARAT DAYA","SUSOH","BAHARU "
"ACEH","ACH BARAT DAYA","SUSOH","BARAT "
"ACEH","ACH BARAT DAYA","SUSOH","BLANG DALAM "
"ACEH","ACH BARAT DAYA","SUSOH","COT MANCANG "
"ACEH","ACH BARAT DAYA","SUSOH","DURIAN JANGEK "
"ACEH","ACH BARAT DAYA","SUSOH","DURIAN RAMPAK "
"ACEH","ACH BARAT DAYA","SUSOH","GADANG "
"ACEH","ACH BARAT DAYA","SUSOH","GEULIMA JAYA "
"ACEH","ACH BARAT DAYA","SUSOH","KEDAI PALAK KERAMBIL "
"ACEH","ACH BARAT DAYA","SUSOH","KEDAI SUSOH "
"ACEH","ACH BARAT DAYA","SUSOH","KEPALA BANDAR "
"ACEH","ACH BARAT DAYA","SUSOH","LADANG "
"ACEH","ACH BARAT DAYA","SUSOH","LAMPOH DRIEN "
"ACEH","ACH BARAT DAYA","SUSOH","MEUNASAH "
"ACEH","ACH BARAT DAYA","SUSOH","PADANG BARU "
"ACEH","ACH BARAT DAYA","SUSOH","PADANG HILIR "
"ACEH","ACH BARAT DAYA","SUSOH","PADANG PANJANG "
"ACEH","ACH BARAT DAYA","SUSOH","PALAK HILIR "
"ACEH","ACH BARAT DAYA","SUSOH","PALAK HULU "
"ACEH","ACH BARAT DAYA","SUSOH","PANJANG BARU "
"ACEH","ACH BARAT DAYA","SUSOH","PANTAI PERAK "
"ACEH","ACH BARAT DAYA","SUSOH","PAWOH "
"ACEH","ACH BARAT DAYA","SUSOH","PINANG "
"ACEH","ACH BARAT DAYA","SUSOH","PULAU KAYU "
"ACEH","ACH BARAT DAYA","SUSOH","RUBEK MEUPAYONG "
"ACEH","ACH BARAT DAYA","SUSOH","RUMAH DUA LAPIS "
"ACEH","ACH BARAT DAYA","SUSOH","RUMAH PANJANG "
"ACEH","ACH BARAT DAYA","SUSOH","TANGAH "
"ACEH","ACH BARAT DAYA","SUSOH","UJUNG PADANG "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","ADAN "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","BINEH KRUENG "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","BLANG PADANG "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","DRIEN JALO "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","DRIEN KIPAH "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","GUNUNG CUT "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","IE LHOB "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","KUTA BAK DRIEN "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","MESJID "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","PADANG BAK JEUMPA "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","PADANG BAK JOK "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","PADANG KAWA "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","PANTE GEULUMPANG "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","SUAK LABU "
"ACEH","ACH BARAT DAYA","TANGAN TANGAN ","SUAK NIBONG "
"ACEH","ACEH BESAR","BAITUSSALAM","BAET "
"ACEH","ACEH BESAR","BAITUSSALAM","BLANG KRUENG "
"ACEH","ACEH BESAR","BAITUSSALAM","CADEK "
"ACEH","ACEH BESAR","BAITUSSALAM","COT PAYA "
"ACEH","ACEH BESAR","BAITUSSALAM","KAJHU "
"ACEH","ACEH BESAR","BAITUSSALAM","KLIENG COT ARON "
"ACEH","ACEH BESAR","BAITUSSALAM","KLIENG MEURIA "
"ACEH","ACEH BESAR","BAITUSSALAM","LABUY "
"ACEH","ACEH BESAR","BAITUSSALAM","LAM ASAN "
"ACEH","ACEH BESAR","BAITUSSALAM","LAM BADA LHOK "
"ACEH","ACEH BESAR","BAITUSSALAM","LAM UJONG "
"ACEH","ACEH BESAR","BAITUSSALAM","LAMPINEUNG "
"ACEH","ACEH BESAR","BAITUSSALAM","MIRUK LAM REUDEUP "
"ACEH","ACEH BESAR","BLANG BINTANG","BUENG SIDOM "
"ACEH","ACEH BESAR","BLANG BINTANG","BUNG PAGEU "
"ACEH","ACEH BESAR","BLANG BINTANG","COT BAGIE "
"ACEH","ACEH BESAR","BLANG BINTANG","COT GEUNDRET "
"ACEH","ACEH BESAR","BLANG BINTANG","COT HOHO "
"ACEH","ACEH BESAR","BLANG BINTANG","COT JAMBO "
"ACEH","ACEH BESAR","BLANG BINTANG","COT KARIENG "
"ACEH","ACEH BESAR","BLANG BINTANG","COT LEUOT "
"ACEH","ACEH BESAR","BLANG BINTANG","COT MADI "
"ACEH","ACEH BESAR","BLANG BINTANG","COT MALEM "
"ACEH","ACEH BESAR","BLANG BINTANG","COT MANCANG "
"ACEH","ACEH BESAR","BLANG BINTANG","COT MEULANGEUN "
"ACEH","ACEH BESAR","BLANG BINTANG","COT MON RAYA "
"ACEH","ACEH BESAR","BLANG BINTANG","COT NAMBAK "
"ACEH","ACEH BESAR","BLANG BINTANG","COT PUKLAT "
"ACEH","ACEH BESAR","BLANG BINTANG","COT RUMPUN "
"ACEH","ACEH BESAR","BLANG BINTANG","COT SAYUN "
"ACEH","ACEH BESAR","BLANG BINTANG","DATA MAKMUR "
"ACEH","ACEH BESAR","BLANG BINTANG","EMPEE BATA "
"ACEH","ACEH BESAR","BLANG BINTANG","KAMPUNG BLANG "
"ACEH","ACEH BESAR","BLANG BINTANG","KAYEE KUNYET "
"ACEH","ACEH BESAR","BLANG BINTANG","LAM MEE "
"ACEH","ACEH BESAR","BLANG BINTANG","LAM SIEM "
"ACEH","ACEH BESAR","BLANG BINTANG","MEULAYO "
"ACEH","ACEH BESAR","BLANG BINTANG","PAYA UE "
"ACEH","ACEH BESAR","BLANG BINTANG","TEUPIN BATEE "
"ACEH","ACEH BESAR","DARUL IMARAH","BAYU "
"ACEH","ACEH BESAR","DARUL IMARAH","DAROY KAMEU "
"ACEH","ACEH BESAR","DARUL IMARAH","DEUNONG "
"ACEH","ACEH BESAR","DARUL IMARAH","GAROT "
"ACEH","ACEH BESAR","DARUL IMARAH","GEUNDRIENG "
"ACEH","ACEH BESAR","DARUL IMARAH","GUE GAJAH "
"ACEH","ACEH BESAR","DARUL IMARAH","JEUMPET AJUN "
"ACEH","ACEH BESAR","DARUL IMARAH","KANDANG "
"ACEH","ACEH BESAR","DARUL IMARAH","KUTA KARANG "
"ACEH","ACEH BESAR","DARUL IMARAH","LAGANG "
"ACEH","ACEH BESAR","DARUL IMARAH","LAM BHEU "
"ACEH","ACEH BESAR","DARUL IMARAH","LAM BLANG MANYANG "
"ACEH","ACEH BESAR","DARUL IMARAH","LAM BLANG TRIENG "
"ACEH","ACEH BESAR","DARUL IMARAH","LAM KAWE "
"ACEH","ACEH BESAR","DARUL IMARAH","LAMCOT "
"ACEH","ACEH BESAR","DARUL IMARAH","LAMPEUNEUEN "
"ACEH","ACEH BESAR","DARUL IMARAH","LAMPEUNEURUT GAMPONG "
"ACEH","ACEH BESAR","DARUL IMARAH","LAMPEUNEURUT UJONG BLANG "
"ACEH","ACEH BESAR","DARUL IMARAH","LAMREUNG "
"ACEH","ACEH BESAR","DARUL IMARAH","LAMSIDAYA "
"ACEH","ACEH BESAR","DARUL IMARAH","LAMSITEH "
"ACEH","ACEH BESAR","DARUL IMARAH","LAMTHEUN "
"ACEH","ACEH BESAR","DARUL IMARAH","LEU GEU "
"ACEH","ACEH BESAR","DARUL IMARAH","LEU UE "
"ACEH","ACEH BESAR","DARUL IMARAH","LHEU BLANG "
"ACEH","ACEH BESAR","DARUL IMARAH","PASHEU BEUTONG "
"ACEH","ACEH BESAR","DARUL IMARAH","PASIE ENGKING "
"ACEH","ACEH BESAR","DARUL IMARAH","PAYAROH "
"ACEH","ACEH BESAR","DARUL IMARAH","PUNIE "
"ACEH","ACEH BESAR","DARUL IMARAH","TINGKEUM "
"ACEH","ACEH BESAR","DARUL IMARAH","ULEE LUENG "
"ACEH","ACEH BESAR","DARUL IMARAH","ULEE TUY "
"ACEH","ACEH BESAR","DARUL KAMAL","BILUI "
"ACEH","ACEH BESAR","DARUL KAMAL","BLANG KIREE "
"ACEH","ACEH BESAR","DARUL KAMAL","EMPETRING "
"ACEH","ACEH BESAR","DARUL KAMAL","LAMBARO BILUY "
"ACEH","ACEH BESAR","DARUL KAMAL","LAMBATEE "
"ACEH","ACEH BESAR","DARUL KAMAL","LAMBLEUT "
"ACEH","ACEH BESAR","DARUL KAMAL","LAMKUNYET "
"ACEH","ACEH BESAR","DARUL KAMAL","LAMSOD "
"ACEH","ACEH BESAR","DARUL KAMAL","LAMTADOK "
"ACEH","ACEH BESAR","DARUL KAMAL","LHANG "
"ACEH","ACEH BESAR","DARUL KAMAL","MANEE DAYAH "
"ACEH","ACEH BESAR","DARUL KAMAL","NEUSOK "
"ACEH","ACEH BESAR","DARUL KAMAL","TEUBALUI "
"ACEH","ACEH BESAR","DARUL KAMAL","TURAM "
"ACEH","ACEH BESAR","DARUSSALAM","ANGAN "
"ACEH","ACEH BESAR","DARUSSALAM","BARABUNG "
"ACEH","ACEH BESAR","DARUSSALAM","COT "
"ACEH","ACEH BESAR","DARUSSALAM","KAMPUNG BLANG "
"ACEH","ACEH BESAR","DARUSSALAM","KRUENG KALE "
"ACEH","ACEH BESAR","DARUSSALAM","LAM ASAN "
"ACEH","ACEH BESAR","DARUSSALAM","LAM DURO "
"ACEH","ACEH BESAR","DARUSSALAM","LAM GAWE "
"ACEH","ACEH BESAR","DARUSSALAM","LAM KLAT "
"ACEH","ACEH BESAR","DARUSSALAM","LAM PEUDAYA "
"ACEH","ACEH BESAR","DARUSSALAM","LAM REH "
"ACEH","ACEH BESAR","DARUSSALAM","LAM UJONG "
"ACEH","ACEH BESAR","DARUSSALAM","LAMBADA PEUKAN "
"ACEH","ACEH BESAR","DARUSSALAM","LAMBARO SUKON "
"ACEH","ACEH BESAR","DARUSSALAM","LAMBIHEU LA "
"ACEH","ACEH BESAR","DARUSSALAM","LAMBIHEU SIEM "
"ACEH","ACEH BESAR","DARUSSALAM","LAMBITRA "
"ACEH","ACEH BESAR","DARUSSALAM","LAMKEUNUNG "
"ACEH","ACEH BESAR","DARUSSALAM","LAMPUJA "
"ACEH","ACEH BESAR","DARUSSALAM","LAMPUUK "
"ACEH","ACEH BESAR","DARUSSALAM","LAMTIMPEUNG "
"ACEH","ACEH BESAR","DARUSSALAM","LI-EUE "
"ACEH","ACEH BESAR","DARUSSALAM","LIMPOK "
"ACEH","ACEH BESAR","DARUSSALAM","MIRUEK TAMAN "
"ACEH","ACEH BESAR","DARUSSALAM","SIEM "
"ACEH","ACEH BESAR","DARUSSALAM","SULEUE "
"ACEH","ACEH BESAR","DARUSSALAM","TANJONG SELAMAT "
"ACEH","ACEH BESAR","DARUSSALAM","TANJUNG DEAH "
"ACEH","ACEH BESAR","DARUSSALAM","TUNGKOP "
"ACEH","ACEH BESAR","INDRAPURI","ANEUK GLEE "
"ACEH","ACEH BESAR","INDRAPURI","COT KAREUNG "
"ACEH","ACEH BESAR","INDRAPURI","CUREH "
"ACEH","ACEH BESAR","INDRAPURI","EMPEE ARA "
"ACEH","ACEH BESAR","INDRAPURI","GROET BARO "
"ACEH","ACEH BESAR","INDRAPURI","GROET BLANG "
"ACEH","ACEH BESAR","INDRAPURI","GROET MAYANG "
"ACEH","ACEH BESAR","INDRAPURI","INDRAPURI "
"ACEH","ACEH BESAR","INDRAPURI","JRUEK BAK KREH "
"ACEH","ACEH BESAR","INDRAPURI","JRUEK BALEE "
"ACEH","ACEH BESAR","INDRAPURI","KRUENG LAM KAREUNG "
"ACEH","ACEH BESAR","INDRAPURI","LAM BEUTONG "
"ACEH","ACEH BESAR","INDRAPURI","LAM ILIE GANTO "
"ACEH","ACEH BESAR","INDRAPURI","LAM ILIE MESJID "
"ACEH","ACEH BESAR","INDRAPURI","LAM ILIE TEUNGOH "
"ACEH","ACEH BESAR","INDRAPURI","LAM LEUBOK "
"ACEH","ACEH BESAR","INDRAPURI","LAM LUENG "
"ACEH","ACEH BESAR","INDRAPURI","LAM SIOT "
"ACEH","ACEH BESAR","INDRAPURI","LAMBUNOT "
"ACEH","ACEH BESAR","INDRAPURI","LAMPANAH BARO "
"ACEH","ACEH BESAR","INDRAPURI","LAMPANAH DAYAH "
"ACEH","ACEH BESAR","INDRAPURI","LAMPANAH RANJO "
"ACEH","ACEH BESAR","INDRAPURI","LAMPANAH TEUNGOH "
"ACEH","ACEH BESAR","INDRAPURI","LAMPANAH TUNONG "
"ACEH","ACEH BESAR","INDRAPURI","LAMPUPOK BARO "
"ACEH","ACEH BESAR","INDRAPURI","LAMPUPOK RAYA "
"ACEH","ACEH BESAR","INDRAPURI","LHEU UE "
"ACEH","ACEH BESAR","INDRAPURI","LIMO BLANG "
"ACEH","ACEH BESAR","INDRAPURI","LIMO LAM LEUWEUNG "
"ACEH","ACEH BESAR","INDRAPURI","LIMO MESJID "
"ACEH","ACEH BESAR","INDRAPURI","LINGOM "
"ACEH","ACEH BESAR","INDRAPURI","MANGGRA "
"ACEH","ACEH BESAR","INDRAPURI","MEUNARA "
"ACEH","ACEH BESAR","INDRAPURI","MEURUE BAROE "
"ACEH","ACEH BESAR","INDRAPURI","MEUSALEE LHOK "
"ACEH","ACEH BESAR","INDRAPURI","MON ALUE "
"ACEH","ACEH BESAR","INDRAPURI","MUREU BUNG UE "
"ACEH","ACEH BESAR","INDRAPURI","MUREU LAM GLUMPANG "
"ACEH","ACEH BESAR","INDRAPURI","MUREU ULEE TITI "
"ACEH","ACEH BESAR","INDRAPURI","PASAR INDRAPURI "
"ACEH","ACEH BESAR","INDRAPURI","REUKIH DAYAH "
"ACEH","ACEH BESAR","INDRAPURI","REUKIH KEUPULA "
"ACEH","ACEH BESAR","INDRAPURI","RITING "
"ACEH","ACEH BESAR","INDRAPURI","SEULANGAI "
"ACEH","ACEH BESAR","INDRAPURI","SEUOT BAROH "
"ACEH","ACEH BESAR","INDRAPURI","SEUOT TUNONG "
"ACEH","ACEH BESAR","INDRAPURI","SEUREUMO "
"ACEH","ACEH BESAR","INDRAPURI","SIHOM COT "
"ACEH","ACEH BESAR","INDRAPURI","SIHOM LHOK "
"ACEH","ACEH BESAR","INDRAPURI","SINYEU "
"ACEH","ACEH BESAR","INDRAPURI","ULEE KAREUNG "
"ACEH","ACEH BESAR","INDRAPURI","ULEE UE "
"ACEH","ACEH BESAR","INGIN JAYA","AJEE CUT "
"ACEH","ACEH BESAR","INGIN JAYA","AJEE PAGAR AIR "
"ACEH","ACEH BESAR","INGIN JAYA","AJEE RAYEUK "
"ACEH","ACEH BESAR","INGIN JAYA","ATEUK ANGGOK "
"ACEH","ACEH BESAR","INGIN JAYA","ATEUK LUENG IE "
"ACEH","ACEH BESAR","INGIN JAYA","BADA "
"ACEH","ACEH BESAR","INGIN JAYA","BAKOY "
"ACEH","ACEH BESAR","INGIN JAYA","BINEH BLANG "
"ACEH","ACEH BESAR","INGIN JAYA","BUENG CUEKOK "
"ACEH","ACEH BESAR","INGIN JAYA","COT ALUE "
"ACEH","ACEH BESAR","INGIN JAYA","COT BADA "
"ACEH","ACEH BESAR","INGIN JAYA","COT GUD "
"ACEH","ACEH BESAR","INGIN JAYA","COT MONTIWAN "
"ACEH","ACEH BESAR","INGIN JAYA","COT SURUY "
"ACEH","ACEH BESAR","INGIN JAYA","DHAM CEUKOK "
"ACEH","ACEH BESAR","INGIN JAYA","DHAM PULO "
"ACEH","ACEH BESAR","INGIN JAYA","GANI "
"ACEH","ACEH BESAR","INGIN JAYA","JURONG PEUJERA "
"ACEH","ACEH BESAR","INGIN JAYA","KALUT "
"ACEH","ACEH BESAR","INGIN JAYA","KAYEE LEE "
"ACEH","ACEH BESAR","INGIN JAYA","LAM BADA "
"ACEH","ACEH BESAR","INGIN JAYA","LAM COT "
"ACEH","ACEH BESAR","INGIN JAYA","LAM DAYA "
"ACEH","ACEH BESAR","INGIN JAYA","LAM SINYEU "
"ACEH","ACEH BESAR","INGIN JAYA","LAM TEUNGOH "
"ACEH","ACEH BESAR","INGIN JAYA","LAM UE "
"ACEH","ACEH BESAR","INGIN JAYA","LAMBARO "
"ACEH","ACEH BESAR","INGIN JAYA","LAMPREH LAMJAMPOK "
"ACEH","ACEH BESAR","INGIN JAYA","LAMPREH LAMTEUNGOH "
"ACEH","ACEH BESAR","INGIN JAYA","LUBOK GAPUY "
"ACEH","ACEH BESAR","INGIN JAYA","LUBUK BATEE "
"ACEH","ACEH BESAR","INGIN JAYA","LUBUK SUKON "
"ACEH","ACEH BESAR","INGIN JAYA","MEUNASAH BARO "
"ACEH","ACEH BESAR","INGIN JAYA","MEUNASAH DEYAH "
"ACEH","ACEH BESAR","INGIN JAYA","MEUNASAH KRUENG "
"ACEH","ACEH BESAR","INGIN JAYA","MEUNASAH MANYANG LG "
"ACEH","ACEH BESAR","INGIN JAYA","MEUNASAH MANYANG PA "
"ACEH","ACEH BESAR","INGIN JAYA","MEUNASAH MANYET "
"ACEH","ACEH BESAR","INGIN JAYA","MEUNASAH TUTONG "
"ACEH","ACEH BESAR","INGIN JAYA","PALEUH BLANG "
"ACEH","ACEH BESAR","INGIN JAYA","PALEUH PULO "
"ACEH","ACEH BESAR","INGIN JAYA","PANTEE "
"ACEH","ACEH BESAR","INGIN JAYA","PASI LAMGAROT "
"ACEH","ACEH BESAR","INGIN JAYA","PASIE LUBUK "
"ACEH","ACEH BESAR","INGIN JAYA","REULOH "
"ACEH","ACEH BESAR","INGIN JAYA","SANTAN "
"ACEH","ACEH BESAR","INGIN JAYA","SIRON "
"ACEH","ACEH BESAR","INGIN JAYA","TANJONG "
"ACEH","ACEH BESAR","INGIN JAYA","TEUBANG PHUI "
"ACEH","ACEH BESAR","INGIN JAYA","UJONG XII "
"ACEH","ACEH BESAR","KOTA COT GLIE","BAK SUKON "
"ACEH","ACEH BESAR","KOTA COT GLIE","BANDASAFA "
"ACEH","ACEH BESAR","KOTA COT GLIE","BARIH LHOK "
"ACEH","ACEH BESAR","KOTA COT GLIE","BITHAK "
"ACEH","ACEH BESAR","KOTA COT GLIE","BUENG SIMEK "
"ACEH","ACEH BESAR","KOTA COT GLIE","COT BAYU "
"ACEH","ACEH BESAR","KOTA COT GLIE","GLEE JAI "
"ACEH","ACEH BESAR","KOTA COT GLIE","IE ALANG DAYAH "
"ACEH","ACEH BESAR","KOTA COT GLIE","IE ALANG LAM GHUI "
"ACEH","ACEH BESAR","KOTA COT GLIE","IE ALANG LAM KREUMEUH "
"ACEH","ACEH BESAR","KOTA COT GLIE","IE ALANG MESJID "
"ACEH","ACEH BESAR","KOTA COT GLIE","KEUMIREU "
"ACEH","ACEH BESAR","KOTA COT GLIE","KEURUWEUNG BLANG "
"ACEH","ACEH BESAR","KOTA COT GLIE","KEURUWEUNG KRUENG "
"ACEH","ACEH BESAR","KOTA COT GLIE","LAM ALING "
"ACEH","ACEH BESAR","KOTA COT GLIE","LAM BEUGAK "
"ACEH","ACEH BESAR","KOTA COT GLIE","LAM KLENG "
"ACEH","ACEH BESAR","KOTA COT GLIE","LAM LEUOT "
"ACEH","ACEH BESAR","KOTA COT GLIE","LAM LEUPUNG "
"ACEH","ACEH BESAR","KOTA COT GLIE","LAMPAKUK "
"ACEH","ACEH BESAR","KOTA COT GLIE","LAMPOH RAJA "
"ACEH","ACEH BESAR","KOTA COT GLIE","LAMSIE "
"ACEH","ACEH BESAR","KOTA COT GLIE","LAMTUI "
"ACEH","ACEH BESAR","KOTA COT GLIE","LEUPUNG BALEU "
"ACEH","ACEH BESAR","KOTA COT GLIE","LEUPUNG BRUK "
"ACEH","ACEH BESAR","KOTA COT GLIE","MAHENG "
"ACEH","ACEH BESAR","KOTA COT GLIE","PAKUK "
"ACEH","ACEH BESAR","KOTA COT GLIE","PASAR LAMPAKUK "
"ACEH","ACEH BESAR","KOTA COT GLIE","SIGAPANG "
"ACEH","ACEH BESAR","KOTA COT GLIE","SIRON BLANG "
"ACEH","ACEH BESAR","KOTA COT GLIE","SIRON KRUENG "
"ACEH","ACEH BESAR","KOTA COT GLIE","TUTUI "
"ACEH","ACEH BESAR","KOTA JANTHO","AWEK "
"ACEH","ACEH BESAR","KOTA JANTHO","BARUEH "
"ACEH","ACEH BESAR","KOTA JANTHO","BUENG "
"ACEH","ACEH BESAR","KOTA JANTHO","BUKET MEUSARA "
"ACEH","ACEH BESAR","KOTA JANTHO","CUCUM "
"ACEH","ACEH BESAR","KOTA JANTHO","DATA CUT "
"ACEH","ACEH BESAR","KOTA JANTHO","JALIN "
"ACEH","ACEH BESAR","KOTA JANTHO","JANTHO "
"ACEH","ACEH BESAR","KOTA JANTHO","JANTHO BARU "
"ACEH","ACEH BESAR","KOTA JANTHO","JANTHO MAKMUR "
"ACEH","ACEH BESAR","KOTA JANTHO","SUKA TANI "
"ACEH","ACEH BESAR","KOTA JANTHO","TEUREUBEH "
"ACEH","ACEH BESAR","KOTA JANTHO","WEU "
"ACEH","ACEH BESAR","KUTA BARO","ARON "
"ACEH","ACEH BESAR","KUTA BARO","BABAH JURONG "
"ACEH","ACEH BESAR","KUTA BARO","BAK BULOH "
"ACEH","ACEH BESAR","KUTA BARO","BEURANGONG "
"ACEH","ACEH BESAR","KUTA BARO","BUENG BAK JOK "
"ACEH","ACEH BESAR","KUTA BARO","COT BEUT "
"ACEH","ACEH BESAR","KUTA BARO","COT CUT "
"ACEH","ACEH BESAR","KUTA BARO","COT LAM MEE "
"ACEH","ACEH BESAR","KUTA BARO","COT MANCANG "
"ACEH","ACEH BESAR","KUTA BARO","COT MASAM "
"ACEH","ACEH BESAR","KUTA BARO","COT PEUTANO "
"ACEH","ACEH BESAR","KUTA BARO","COT PREH "
"ACEH","ACEH BESAR","KUTA BARO","COT RAYA "
"ACEH","ACEH BESAR","KUTA BARO","COT YANG "
"ACEH","ACEH BESAR","KUTA BARO","CUCUM "
"ACEH","ACEH BESAR","KUTA BARO","DEYAH "
"ACEH","ACEH BESAR","KUTA BARO","GUE "
"ACEH","ACEH BESAR","KUTA BARO","KRUENG ANOI "
"ACEH","ACEH BESAR","KUTA BARO","LAM ALUE CUT "
"ACEH","ACEH BESAR","KUTA BARO","LAM ALUE RAYA "
"ACEH","ACEH BESAR","KUTA BARO","LAM ASAN "
"ACEH","ACEH BESAR","KUTA BARO","LAM BAET "
"ACEH","ACEH BESAR","KUTA BARO","LAM CEU "
"ACEH","ACEH BESAR","KUTA BARO","LAM GLUMPANG "
"ACEH","ACEH BESAR","KUTA BARO","LAM NEUHEUN "
"ACEH","ACEH BESAR","KUTA BARO","LAM RAYA "
"ACEH","ACEH BESAR","KUTA BARO","LAM ROH "
"ACEH","ACEH BESAR","KUTA BARO","LAM SABANG "
"ACEH","ACEH BESAR","KUTA BARO","LAM SEUNONG "
"ACEH","ACEH BESAR","KUTA BARO","LAM TRIENG "
"ACEH","ACEH BESAR","KUTA BARO","LAMBRO BILEU "
"ACEH","ACEH BESAR","KUTA BARO","LAMBRO DEYAH "
"ACEH","ACEH BESAR","KUTA BARO","LAMBUNOT PAYA "
"ACEH","ACEH BESAR","KUTA BARO","LAMBUNOT TANOH "
"ACEH","ACEH BESAR","KUTA BARO","LAMPOH KEUDEE "
"ACEH","ACEH BESAR","KUTA BARO","LAMPOH TAROM "
"ACEH","ACEH BESAR","KUTA BARO","LAMPUUK "
"ACEH","ACEH BESAR","KUTA BARO","LAMTEUBEE GEUPULA "
"ACEH","ACEH BESAR","KUTA BARO","LAMTEUBEE MON ARA "
"ACEH","ACEH BESAR","KUTA BARO","LEUPUNG MASJID "
"ACEH","ACEH BESAR","KUTA BARO","LEUPUNG ULEE ALUE "
"ACEH","ACEH BESAR","KUTA BARO","MEUNASAH BAK TRIENG "
"ACEH","ACEH BESAR","KUTA BARO","PUUK "
"ACEH","ACEH BESAR","KUTA BARO","RABEU "
"ACEH","ACEH BESAR","KUTA BARO","SEUPEU "
"ACEH","ACEH BESAR","KUTA BARO","TUMPOK LAMPOH "
"ACEH","ACEH BESAR","KUTA BARO","UJONG BLANG "
"ACEH","ACEH BESAR","KUTA MALAKA","BUGHU "
"ACEH","ACEH BESAR","KUTA MALAKA","LAM ARA CUT "
"ACEH","ACEH BESAR","KUTA MALAKA","LAM ARA ENGKIT "
"ACEH","ACEH BESAR","KUTA MALAKA","LAM ARA TUNONG "
"ACEH","ACEH BESAR","KUTA MALAKA","LAMBARO SAMAHANI "
"ACEH","ACEH BESAR","KUTA MALAKA","LAMSITEH COT "
"ACEH","ACEH BESAR","KUTA MALAKA","LEUPUNG CUT "
"ACEH","ACEH BESAR","KUTA MALAKA","LEUPUNG RAYEUK "
"ACEH","ACEH BESAR","KUTA MALAKA","LEUPUNG RIWAT "
"ACEH","ACEH BESAR","KUTA MALAKA","LUBOK BATEE "
"ACEH","ACEH BESAR","KUTA MALAKA","LUBOK BUNI "
"ACEH","ACEH BESAR","KUTA MALAKA","REULEUNG GEULUMPANG "
"ACEH","ACEH BESAR","KUTA MALAKA","REULEUNG KARIENG "
"ACEH","ACEH BESAR","KUTA MALAKA","TEUDAYAH "
"ACEH","ACEH BESAR","KUTA MALAKA","TUMBO BARO "
"ACEH","ACEH BESAR","LEUPUNG","DAYAH MAMPLAM "
"ACEH","ACEH BESAR","LEUPUNG","LAMSEUNIA "
"ACEH","ACEH BESAR","LEUPUNG","LAYEUN "
"ACEH","ACEH BESAR","LEUPUNG","MEUNASAH BAK U "
"ACEH","ACEH BESAR","LEUPUNG","MNS MESJID "
"ACEH","ACEH BESAR","LEUPUNG","PULOT "
"ACEH","ACEH BESAR","LHOKNGA","ANEUK PAYA "
"ACEH","ACEH BESAR","LHOKNGA","KUEH "
"ACEH","ACEH BESAR","LHOKNGA","LAM ATEUK "
"ACEH","ACEH BESAR","LHOKNGA","LAM GABOH "
"ACEH","ACEH BESAR","LHOKNGA","LAM KRUET "
"ACEH","ACEH BESAR","LHOKNGA","LAM PAYA "
"ACEH","ACEH BESAR","LHOKNGA","LAMBARO KUEH "
"ACEH","ACEH BESAR","LHOKNGA","LAMBARO SEUBUN "
"ACEH","ACEH BESAR","LHOKNGA","LAMCOK "
"ACEH","ACEH BESAR","LHOKNGA","MEUNASAH BALEE "
"ACEH","ACEH BESAR","LHOKNGA","MEUNASAH BARO LAMLHOM "
"ACEH","ACEH BESAR","LHOKNGA","MEUNASAH BEUTONG "
"ACEH","ACEH BESAR","LHOKNGA","MEUNASAH BLANG "
"ACEH","ACEH BESAR","LHOKNGA","MEUNASAH CUT "
"ACEH","ACEH BESAR","LHOKNGA","MEUNASAH KARIENG "
